City_ID,City,City latitude,City longitude,Max temperature,Humidity,Cloud coverage,Wind speed,City country,City datetime
279,Naze,28.3667,129.4833,81.75,75,100,2.15,JP,1660208722
280,Puerto del Rosario,28.5004,-13.8627,73.15,68,40,14.97,ES,1660208723
281,Luís Correia,-2.8792,-41.6669,74.93,81,48,14.16,BR,1660208724
282,Souillac,-20.5167,57.5167,70.25,65,42,20.18,MU,1660208473
283,Paamiut,61.994,-49.6678,42.58,96,100,9.78,GL,1660208726
284,Raipur,21.2333,81.6333,80.74,83,100,14.97,IN,1660208727
285,Kiunga,-6.1219,141.2906,74.52,98,82,2.91,PG,1660208728
286,Dolores,-36.3132,-57.6792,40.87,93,0,7.65,AR,1660208729
287,Bara,10.3744,10.7288,70.38,90,100,7.54,NG,1660208730
288,Umm Hājar,13.2954,19.6966,81.28,64,100,8.25,TD,1660208730
289,Santiago del Estero,-27.7951,-64.2615,48.54,62,39,8.88,AR,1660208726
290,Sioux Lookout,50.1001,-91.917,47.3,71,0,2.73,CA,1660208733
291,Tocopilla,-22.092,-70.1979,57.16,70,37,1.88,CL,1660208515
292,Terrace Bay,48.7834,-87.1,48.38,73,0,7.31,CA,1660208734
293,Chase,50.8165,-119.6857,66.07,78,52,1.66,CA,1660208735
294,Luang Prabang,19.8856,102.1347,74.53,100,100,1.59,LA,1660208736
295,Vikhorevka,56.1201,101.1636,65.79,71,89,7.34,RU,1660208737
296,Plaster Rock,46.9065,-67.39,63.12,97,100,3.69,CA,1660208738
297,Honningsvåg,70.9821,25.9704,55.15,76,75,27.63,NO,1660208592
298,Along,28.1667,94.7667,96.31,49,49,5.3,IN,1660208740
299,Anadyr,64.75,177.4833,57.96,75,100,3.6,RU,1660208741
300,Kawalu,-7.3817,108.2082,77.59,86,75,5.53,ID,1660208803
301,La Romana,18.4273,-68.9728,76.75,88,100,7.74,DO,1660208803
302,Lata,40.1629,-8.3327,75.06,53,0,2.3,PT,1660208805
303,Simao,22.7886,100.9748,79.41,80,77,3.22,CN,1660208805
304,Banda Aceh,5.5577,95.3222,85.95,64,89,14.7,ID,1660208806
305,Plouzané,48.3833,-4.6167,79.12,53,0,6.91,FR,1660208572
306,Kindu,-2.95,25.95,94.73,18,94,5.95,CD,1660208808
307,Venado Tuerto,-33.7456,-61.9688,43.77,92,0,9.55,AR,1660208808
308,Bikaner,28.0167,73.3,96.28,45,78,20.78,IN,1660208809
309,Gamboma,-1.8764,15.8644,88.07,39,100,8.23,CG,1660208810
310,San Francisco,37.7749,-122.4194,64.85,92,20,16.11,US,1660208561
311,Meulaboh,4.1363,96.1285,84.0,65,99,5.14,ID,1660208813
312,College,64.8569,-147.8028,48.15,81,20,6.91,US,1660208814
313,Pacific Grove,36.6177,-121.9166,63.01,89,6,1.99,US,1660208815
314,Kachug,53.9606,105.8817,64.83,77,87,6.4,RU,1660208816
315,Huty,50.1332,35.3439,86.43,36,95,17.67,UA,1660208817
316,Mahibadhoo,3.7833,72.9667,82.0,75,42,5.79,MV,1660208818
317,Syracuse,37.0881,15.2792,83.57,59,2,5.46,IT,1660208449
318,Krasnorechenskiy,44.6265,135.3532,65.08,94,100,4.34,RU,1660208819
319,Bandarbeyla,9.4942,50.8122,85.44,57,100,28.39,SO,1660208820
320,Ina,35.8276,137.9538,83.46,67,87,6.69,JP,1660208536
321,Itoman,26.1247,127.6694,87.82,70,75,9.22,JP,1660208822
322,‘Ewa Beach,21.3156,-158.0072,80.55,66,0,20.71,US,1660208823
323,Sheltozero,61.3667,35.3667,69.6,52,100,14.99,RU,1660208824
324,Bryan,30.6744,-96.37,76.89,85,0,0.0,US,1660208780
325,Ndola,-12.9587,28.6366,75.87,23,6,8.23,ZM,1660208825
326,Okhotsk,59.3833,143.3,57.09,95,100,6.13,RU,1660208826
327,Freeport,40.6576,-73.5832,77.02,82,100,6.44,US,1660208253
328,Longyan,25.1072,117.0225,85.37,69,81,3.98,CN,1660208828
329,Hazorasp,41.3194,61.0742,89.44,18,0,12.48,UZ,1660208828
330,Gornyye Klyuchi,45.25,133.5,69.69,92,74,11.05,RU,1660208829
331,Marinette,45.1,-87.6307,61.29,88,100,6.91,US,1660208830
332,Vanimo,-2.6741,141.3028,79.3,83,64,3.27,PG,1660208831
333,Sur,22.5667,59.5289,96.24,50,100,4.74,OM,1660208833
334,Fort Frances,48.5999,-93.4003,50.05,68,0,0.0,CA,1660208834
335,Paka,4.6374,103.4368,86.81,67,98,13.04,MY,1660208835
336,Sokol,59.4617,40.1206,71.02,44,29,7.83,RU,1660208837
337,Ambo,-10.1308,-76.2047,57.56,89,94,0.85,PE,1660208837
338,Adré,13.4667,22.2,82.0,60,95,4.21,TD,1660208838
339,Tete,-16.1564,33.5867,82.49,47,40,9.22,MZ,1660208839
340,Impfondo,1.6381,18.0667,85.19,55,98,5.68,CG,1660208841
341,Buluang,13.3068,123.3425,81.66,84,99,1.79,PH,1660208842
342,Prince Rupert,54.3161,-130.3201,56.26,93,25,6.78,CA,1660208843
343,Ilebo,-4.3167,20.5833,96.8,15,96,0.69,CD,1660208844
344,Liuhe,42.2401,125.7172,71.08,91,52,6.78,CN,1660208845
345,Pangoa,-12.1167,-73.0,61.03,99,35,1.72,PE,1660208846
346,Shakawe,-18.3667,21.85,81.93,11,0,6.58,BW,1660208847
347,Minas,-34.3759,-55.2377,41.0,91,10,5.35,UY,1660208847
348,Boksitogorsk,59.474,33.8485,72.61,42,78,9.19,RU,1660208849
349,Arrondissement de Bourges,47.25,2.4167,81.64,23,1,13.0,FR,1660208825
350,Iquitos,-3.7481,-73.2472,70.56,98,100,3.09,PE,1660208695
351,Mayo,38.8876,-76.5119,74.98,93,75,1.99,US,1660208911
352,Shahrud,36.4182,54.9763,84.67,17,0,11.56,IR,1660208912
353,Vestmannaeyjar,63.4427,-20.2734,50.99,87,75,11.5,IS,1660208913
354,Fairbanks,64.8378,-147.7164,48.16,81,0,6.91,US,1660208733
355,Korla,41.7597,86.1469,100.26,16,78,16.08,CN,1660208915
356,Alghero,40.5589,8.3181,89.69,37,20,4.61,IT,1660208916
357,Suba,10.8438,121.0102,84.47,66,24,4.99,PH,1660208917
358,Sinnamary,5.3833,-52.95,75.99,89,48,5.84,GF,1660208918
359,Helena,46.5927,-112.0361,67.41,80,94,3.0,US,1660208666
360,Kendallville,41.4414,-85.265,62.98,97,0,3.44,US,1660208920
361,Berdigestyakh,62.0989,126.6992,71.82,60,54,5.21,RU,1660208921
362,Ostrovnoy,68.0531,39.5131,59.85,88,100,28.9,RU,1660208922
363,Sembakung,3.8167,117.25,80.56,85,95,4.25,ID,1660208923
364,Tiarei,-17.5333,-149.3333,73.42,78,5,13.35,PF,1660208924
365,Pangnirtung,66.1451,-65.7125,43.02,85,82,1.66,CA,1660208925
366,Charters Towers,-20.1,146.2667,64.2,68,19,13.27,AU,1660208926
367,Kailua,21.4022,-157.7394,80.58,79,75,11.5,US,1660208775
368,Aracati,-4.5617,-37.7697,72.18,85,50,6.15,BR,1660208927
369,Buckeye,33.3703,-112.5838,88.3,54,95,6.91,US,1660208899
370,Ola,59.5833,151.2833,59.14,89,100,1.83,RU,1660208929
371,Grajaú,-5.8194,-46.1386,67.53,60,33,2.13,BR,1660208930
372,Montepuez,-13.1256,38.9997,81.61,32,0,9.44,MZ,1660208931
373,Yuncheng,35.0231,110.9928,100.24,37,27,10.85,CN,1660208932
374,Saint-Joseph,-21.3667,55.6167,73.78,71,60,15.01,RE,1660208933
375,Marzuq,14.4,46.4667,85.53,49,78,8.63,YE,1660208934
376,Southbridge,42.0751,-72.0334,69.06,97,72,4.0,US,1660208934
377,Price,39.5994,-110.8107,73.11,60,100,14.97,US,1660208742
378,Chotila,22.4167,71.1833,79.27,90,100,15.35,IN,1660208937
379,Bamboo,18.3922,-77.2643,72.66,86,41,10.4,JM,1660208938
380,Fort-Shevchenko,44.5086,50.263,90.88,31,0,17.69,KZ,1660208939
381,Kommunar,59.6206,30.39,74.52,43,98,11.43,RU,1660208940
382,Blatná,49.4249,13.8818,76.3,42,66,8.88,CZ,1660208941
383,Nago,26.5881,127.9761,84.63,75,93,2.57,JP,1660208943
384,Swan Hill,-35.3378,143.5544,51.57,76,70,7.52,AU,1660208944
385,Marawi,7.9986,124.2928,75.72,82,66,3.36,PH,1660208945
386,Ullapool,57.8987,-5.1604,64.35,57,21,7.31,GB,1660208946
387,Santa Fe,-31.6333,-60.7,48.02,85,0,8.01,AR,1660208828
388,Lereşti,45.3333,25.0667,71.55,45,42,1.36,RO,1660208948
389,Ayan,56.45,138.1667,55.6,98,100,9.48,RU,1660208948
390,Bilibino,68.0546,166.4372,64.13,71,100,1.5,RU,1660208949
391,Laas,46.6166,10.7002,71.69,60,82,0.78,IT,1660208951
392,Ajdabiya,30.7554,20.2263,89.38,32,0,10.42,LY,1660208952
393,Salinas,36.6777,-121.6555,64.49,77,0,4.61,US,1660208953
394,Outlook,51.5001,-107.0513,70.5,45,100,12.64,CA,1660208791
395,Pemba,-12.974,40.5178,76.66,68,1,15.5,MZ,1660208954
396,Te Anau,-45.4167,167.7167,32.29,93,8,1.25,NZ,1660208955
397,Taoudenni,22.6783,-3.9836,103.15,11,5,5.08,ML,1660208956
398,Mehamn,71.0357,27.8492,55.31,87,75,18.41,NO,1660208957
399,Nara,34.6851,135.8049,92.97,32,40,4.34,JP,1660208668
400,Tutóia,-2.7619,-42.2744,77.09,80,77,12.15,BR,1660208959
401,Pisco,-13.7,-76.2167,58.01,86,43,3.85,PE,1660209020
402,High Level,58.5169,-117.136,60.03,62,68,9.28,CA,1660209007
403,Vendôme,47.8,1.0667,82.89,40,1,13.96,FR,1660209023
404,Broken Hill,-31.95,141.4333,55.67,34,96,14.25,AU,1660209025
405,Saint-François,46.4154,3.9054,80.67,41,0,6.91,FR,1660209026
406,Kristinestad,62.2743,21.376,66.24,74,94,4.72,FI,1660209027
407,Dunedin,-45.8742,170.5036,40.8,82,47,4.0,NZ,1660209028
408,Madīnat Sittah Uktūbar,29.8167,31.05,87.4,25,0,9.91,EG,1660209029
409,Albury,-36.0833,146.9167,51.85,96,100,6.91,AU,1660208761
410,Praia da Vitória,38.7333,-27.0667,73.76,80,79,7.14,PT,1660209030
411,Sítio Novo do Tocantins,-5.5183,-47.4611,67.93,54,18,1.68,BR,1660209031
412,Torit,4.4133,32.5678,81.97,66,80,3.49,SS,1660209032
413,Noyabrsk,63.1994,75.4507,66.54,39,98,4.52,RU,1660209033
414,Choma,-16.8065,26.9531,75.45,25,0,7.0,ZM,1660209034
415,Kieta,-6.2167,155.6333,79.77,81,100,4.23,PG,1660209035
416,Zonguldak,41.25,31.8333,72.45,48,13,11.48,TR,1660209036
417,Tymovskoye,50.8456,142.655,65.23,75,69,1.99,RU,1660209037
418,Barcelos,41.5388,-8.6151,71.92,93,87,3.6,PT,1660209018
419,Hualmay,-11.0964,-77.6139,60.1,86,91,5.57,PE,1660209039
420,Verkh-Suetka,53.3,80.05,76.42,54,98,4.14,RU,1660209040
421,Bintulu,3.1667,113.0333,85.28,73,41,8.3,MY,1660208836
422,General Roca,-39.0333,-67.5833,45.18,57,0,10.0,AR,1660209041
423,Eureka,40.8021,-124.1637,62.26,89,40,1.01,US,1660208795
424,Yoichi,43.2039,140.7703,73.71,78,85,3.36,JP,1660209043
425,Sungai Besar,3.6746,100.9867,86.52,66,82,7.99,MY,1660209044
426,Gizo Government Station,-8.103,156.8419,81.09,77,100,2.86,SB,1660209045
427,Byron Bay,-28.65,153.6167,58.96,81,83,5.3,AU,1660209046
428,Bahía Blanca,-38.7196,-62.2724,48.72,65,0,16.46,AR,1660209048
429,Otse,-25.0167,25.7333,68.79,24,0,7.74,BW,1660209049
430,Ouricuri,-7.8825,-40.0817,64.94,75,5,3.47,BR,1660208803
431,Manggar,-2.8833,108.2667,84.2,74,36,12.8,ID,1660209050
432,Antofagasta,-23.65,-70.4,56.48,85,70,1.39,CL,1660209051
433,Manthani,18.65,79.6667,86.04,71,99,15.14,IN,1660209052
434,Tres Arroyos,-38.3739,-60.2798,44.19,77,0,15.66,AR,1660209054
435,Villazón,-22.0866,-65.5942,31.55,34,0,1.25,BO,1660209055
436,Narón,43.5167,-8.1528,73.9,88,23,5.5,ES,1660209056
437,Xiaoweizhai,26.1903,107.5125,80.38,82,75,5.68,CN,1660209057
438,Port Hardy,50.6996,-127.4199,58.98,96,100,2.55,CA,1660209058
439,Kothi,24.75,80.7833,86.41,65,92,12.91,IN,1660209060
440,Baykit,61.67,96.37,67.37,37,25,10.02,RU,1660209061
441,Araguari,-18.6472,-48.1872,44.06,74,60,4.99,BR,1660209062
442,Pravda,46.9396,142.009,69.24,81,76,9.15,RU,1660209063
443,Repatriación,-25.5333,-55.95,46.72,97,11,4.97,PY,1660209064
444,Japura,-0.3167,102.35,87.19,67,100,3.58,ID,1660209065
445,Verkhnevilyuysk,63.4453,120.3167,63.72,76,100,5.19,RU,1660209066
446,Buraidah,26.326,43.975,108.41,13,9,15.12,SA,1660209047
447,Itaporanga,-7.3044,-38.1503,67.41,85,7,2.21,BR,1660209067
448,Cabedelo,-6.9811,-34.8339,72.27,84,56,4.0,BR,1660209068
449,Pasni,25.2631,63.471,93.18,48,99,4.72,PK,1660209069
450,Normandin,48.8333,-72.5321,57.04,96,66,4.18,CA,1660209070
451,Rāy,23.6833,85.05,75.97,90,100,9.44,IN,1660209131
452,Vardø,70.3705,31.1107,57.18,72,0,33.38,NO,1660209132
453,Ghanzi,-21.5667,21.7833,77.14,13,0,10.69,BW,1660209134
454,Mahon,39.8885,4.2658,88.36,51,0,5.75,ES,1660209135
455,Yulara,-25.2406,130.9889,59.18,23,0,8.68,AU,1660209136
456,Buala,-8.145,159.5921,79.9,83,37,6.38,SB,1660209136
457,Bonavista,48.6499,-53.1147,55.6,77,40,7.25,CA,1660209137
458,Schwarzenberg,50.55,12.7833,77.58,50,15,7.72,DE,1660209138
459,Vancouver,49.2497,-123.1193,66.74,81,41,11.01,CA,1660208942
460,Grande Prairie,55.1667,-118.8027,58.89,70,0,5.08,CA,1660209140
461,Arnprior,45.4334,-76.3494,62.65,77,79,4.7,CA,1660209141
462,Bangui,4.3612,18.555,76.46,84,100,5.14,CF,1660209142
463,Naifaru,5.4444,73.3657,82.0,80,22,9.48,MV,1660209143
464,Inhambane,-23.865,35.3833,78.13,55,0,7.83,MZ,1660209144
465,Winslow,35.0242,-110.6974,69.98,78,0,5.75,US,1660209145
466,Noumea,-22.2763,166.4572,73.0,99,62,14.43,NC,1660209146
467,Piranshahr,36.701,45.1413,94.39,19,0,0.89,IR,1660209147
468,Skjervøy,70.0311,20.9714,55.4,82,100,29.68,NO,1660209148
469,Inta,66.0317,60.1659,63.16,61,85,8.34,RU,1660209149
470,Iquique,-20.2208,-70.1431,59.04,76,14,2.71,CL,1660209150
471,Bengkulu,-3.8004,102.2655,83.3,73,37,4.83,ID,1660209151
472,Ganzhou,28.8184,115.4327,98.24,40,71,8.32,CN,1660209152
473,Gemena,3.25,19.7667,78.57,74,99,3.8,CD,1660209153
474,Elizabeth City,36.2946,-76.2511,76.01,96,0,5.75,US,1660208954
475,Groton,41.3501,-72.0784,73.74,81,100,6.91,US,1660209042
476,El Rosario,24.2556,-107.1828,76.19,73,91,2.44,MX,1660209155
477,Neepawa,50.2289,-99.4664,52.14,87,100,2.98,CA,1660209156
478,Santo Antônio do Tauá,-1.1519,-48.1294,76.95,98,67,2.08,BR,1660209157
479,Urengoy,65.9667,78.3667,62.87,44,89,4.09,RU,1660209158
480,Los Llanos de Aridane,28.6585,-17.9182,69.55,87,20,11.5,ES,1660209159
481,Daru,-9.0763,143.2092,76.53,86,93,16.37,PG,1660209160
482,Esperance,-33.8667,121.9,56.48,67,71,12.44,AU,1660209070
483,Mitú,1.1983,-70.1733,68.95,98,61,1.7,CO,1660209162
484,Moindou,-21.6924,165.677,65.84,64,6,8.55,NC,1660209162
485,Acapulco de Juárez,16.8634,-99.8901,80.42,83,100,2.3,MX,1660209143
486,Shiraz,29.6036,52.5388,98.04,18,20,0.0,IR,1660209164
487,Canindé,-4.3589,-39.3117,66.97,93,92,3.6,BR,1660209165
488,Chapais,49.7834,-74.8492,53.38,91,78,7.67,CA,1660209165
489,Aksay,47.26,39.87,93.42,16,83,14.0,RU,1660209166
490,Khovd,48.0056,91.6419,77.88,32,28,12.15,MN,1660209167
491,Camargo,27.6667,-105.1667,75.2,52,27,3.2,MX,1660209168
492,Kavaratti,10.5669,72.642,81.1,85,64,18.95,IN,1660209169
493,Avilés,43.5547,-5.9248,81.37,83,0,3.44,ES,1660209139
494,Yegorlykskaya,46.5656,40.6562,94.71,17,60,19.71,RU,1660209171
495,Amapá,1.0,-52.0,69.22,99,29,0.58,BR,1660209173
496,Necochea,-38.5473,-58.7368,42.21,76,0,13.13,AR,1660209174
497,Omboué,-1.5746,9.2618,76.69,72,100,7.99,GA,1660209174
498,Atagay,55.1033,99.3875,69.96,51,93,8.34,RU,1660209175
499,Northam,51.0333,-4.2167,77.25,42,0,8.14,GB,1660209176
500,Ust-Nera,64.5667,143.2,67.05,55,100,2.06,RU,1660209177
501,Ingham,42.6,-84.3833,67.95,77,100,6.91,US,1660209238
502,Tura,25.5198,90.2201,88.11,59,60,5.61,IN,1660209239
503,Ampanihy,-24.7,44.75,81.1,28,0,5.12,MG,1660209240
504,Bambanglipuro,-7.95,110.2833,80.04,81,53,13.96,ID,1660209241
505,Staroye Drozhzhanoye,54.7266,47.5677,72.81,66,100,6.78,RU,1660209242
506,Valparaíso,-33.0393,-71.6273,50.47,99,100,4.61,CL,1660209242
507,Tilichiki,60.4667,166.1,51.51,95,100,5.7,RU,1660209243
508,Atar,20.5169,-13.0499,91.87,18,100,9.31,MR,1660209244
509,Richards Bay,-28.783,32.0377,74.41,58,1,6.71,ZA,1660209245
510,Namatanai,-3.6667,152.4333,79.97,80,89,6.71,PG,1660209246
511,Vangaindrano,-23.35,47.6,71.1,67,94,7.18,MG,1660209247
512,Slave Lake,55.2834,-114.769,58.98,100,0,0.0,CA,1660209248
513,Linden,6.0,-58.3,72.81,97,4,1.52,GY,1660209249
514,Vila Franca do Campo,37.7167,-25.4333,73.2,69,34,7.61,PT,1660209250
515,Merauke,-8.4667,140.3333,79.57,77,99,19.44,ID,1660209251
516,Teluknaga,-6.0989,106.6381,93.38,59,20,10.36,ID,1660209252
517,Kiama,-34.6833,150.8667,60.39,73,100,1.01,AU,1660209253
518,Hondomachi-hondo,32.45,130.2,85.12,77,100,7.56,JP,1660209254
519,Arrondissement de Figeac,44.75,1.9167,87.76,28,0,3.18,FR,1660209255
520,Saint Anthony,45.0205,-93.218,66.09,79,0,4.61,US,1660209256
521,Sørland,67.667,12.6934,51.66,88,98,34.9,NO,1660209257
522,Waddān,29.1614,16.139,87.13,27,0,1.88,LY,1660209258
523,Yukhnov,54.7444,35.2297,74.19,45,3,7.72,RU,1660209258
524,Rafaela,-31.2503,-61.4867,41.99,60,27,3.0,AR,1660209259
525,Mokhsogollokh,61.4681,128.9203,67.73,70,99,4.29,RU,1660209260
526,Kantunilkín,21.0917,-87.45,75.0,99,95,3.04,MX,1660209261
527,Lensk,60.7253,114.9278,67.51,67,100,3.85,RU,1660209262
528,Forio,40.7342,13.8646,86.29,69,53,3.31,IT,1660209263
529,Palmer,42.1584,-72.3287,67.98,82,100,3.44,US,1660209264
530,Sisimiut,66.9395,-53.6735,41.02,80,75,1.1,GL,1660209265
531,Luanda,-8.8368,13.2343,72.21,74,88,2.15,AO,1660209266
532,Leningradskiy,69.3833,178.4167,46.63,81,86,6.62,RU,1660209267
533,Cooma,-36.2333,149.1333,42.15,90,100,6.8,AU,1660209268
534,Mapiri,-15.25,-68.1667,57.4,99,31,0.87,BO,1660209269
535,Husavik,66.0449,-17.3389,49.69,77,100,0.92,IS,1660209270
536,Henties Bay,-22.116,14.2845,58.37,76,0,9.69,NA,1660209272
537,Kolāras,25.2333,77.6,85.06,68,100,15.61,IN,1660209273
538,Egvekinot,66.3167,-179.1667,51.24,88,50,4.23,RU,1660209274
539,Muros,42.7762,-9.0603,67.08,92,97,5.32,ES,1660209274
540,Pombia,45.653,8.6336,85.14,46,0,5.75,IT,1660209275
541,Guerrero Negro,27.9769,-114.0611,71.71,78,96,10.16,MX,1660209276
542,Ober-Ramstadt,49.8336,8.7519,82.04,34,6,8.72,DE,1660209277
543,Nieuw Amsterdam,5.8833,-55.0833,77.02,93,20,0.0,SR,1660209278
544,Vicuña,-30.0319,-70.7081,42.53,17,100,5.3,CL,1660209279
545,Praia,14.9215,-23.5087,81.14,69,20,10.36,CV,1660209280
546,Synya,65.3718,58.0387,61.77,60,93,1.9,RU,1660209281
547,Comodoro Rivadavia,-45.8667,-67.5,48.06,61,0,3.44,AR,1660209281
548,Aitape,-3.1374,142.3475,80.19,81,79,2.57,PG,1660209282
549,Camaná,-16.6228,-72.7111,58.77,84,56,7.25,PE,1660209283
550,Lékoni,-1.5843,14.2591,81.79,49,57,10.67,GA,1660209345
551,Sangmélima,2.9333,11.9833,69.85,96,100,3.51,CM,1660209346
552,Vilhena,-12.7406,-60.1458,53.98,61,76,3.27,BR,1660209347
553,Maceió,-9.6658,-35.7353,69.24,94,0,3.44,BR,1660209129
554,Namie,37.4833,141.0,86.54,76,43,1.01,JP,1660209349
555,Walvis Bay,-22.9575,14.5053,49.15,100,0,4.61,NA,1660209350
556,Aykino,62.2248,49.9922,71.26,34,12,10.0,RU,1660209351
557,Calbuco,-41.768,-73.1273,47.41,91,100,14.27,CL,1660209306
558,Safi,32.2994,-9.2372,72.63,72,2,10.4,MA,1660209352
